partido,nome,uf,id_dep,tema,s_opiniao
dem,Carlos Melles,MG,74651,Maioridade 1,S
dem,Carlos Melles,MG,74651,Maioridade 2,S
dem,Carlos Melles,MG,74651,Pensão,S
dem,Carlos Melles,MG,74651,Reeleição,N
dem,Carlos Melles,MG,74651,Seguro Desemprego,S
dem,Carlos Melles,MG,74651,Tempo Mandato,N
dem,Carlos Melles,MG,74651,Terceirização,S
dem,Carlos Melles,MG,74651,Transgênico,S
dem,Carlos Melles,MG,74651,Voto Facultativo,S
dem,Carlos Melles,MG,74651,Voto impresso,S
dem,Claudio Cajado,BA,74537,Coincidência reeleição,S
dem,Claudio Cajado,BA,74537,Cota para mulheres legislativo,S
dem,Claudio Cajado,BA,74537,Distritao,S
dem,Claudio Cajado,BA,74537,Financiamento privado para partidos,S
dem,Claudio Cajado,BA,74537,Financiamento privado para partidos e candidatos,S
dem,Claudio Cajado,BA,74537,Maioridade 1,S
dem,Claudio Cajado,BA,74537,Maioridade 2,S
dem,Claudio Cajado,BA,74537,Pensão,S
dem,Claudio Cajado,BA,74537,Reeleição,S
dem,Claudio Cajado,BA,74537,Seguro Desemprego,S
dem,Claudio Cajado,BA,74537,Tempo Mandato,S
dem,Claudio Cajado,BA,74537,Terceirização,S
dem,Claudio Cajado,BA,74537,Transgênico,S
dem,Claudio Cajado,BA,74537,Voto Facultativo,S
dem,Claudio Cajado,BA,74537,Voto impresso,S
dem,Efraim Filho,PB,141422,Coincidência reeleição,S
dem,Efraim Filho,PB,141422,Cota para mulheres legislativo,S
dem,Efraim Filho,PB,141422,Distritao,S
dem,Efraim Filho,PB,141422,Financiamento privado para partidos,S
dem,Efraim Filho,PB,141422,Financiamento privado para partidos e candidatos,S
dem,Efraim Filho,PB,141422,Maioridade 1,S
dem,Efraim Filho,PB,141422,Maioridade 2,S
dem,Efraim Filho,PB,141422,Pensão,N
dem,Efraim Filho,PB,141422,Reeleição,N
dem,Efraim Filho,PB,141422,Seguro Desemprego,N
dem,Efraim Filho,PB,141422,Tempo Mandato,N
dem,Efraim Filho,PB,141422,Terceirização,S
dem,Efraim Filho,PB,141422,Transgênico,S
dem,Efraim Filho,PB,141422,Voto Facultativo,S
dem,Efraim Filho,PB,141422,Voto impresso,S
dem,Eli Corrêa Filho,SP,160532,Coincidência reeleição,S
dem,Eli Corrêa Filho,SP,160532,Cota para mulheres legislativo,S
dem,Eli Corrêa Filho,SP,160532,Distritao,S
dem,Eli Corrêa Filho,SP,160532,Financiamento privado para partidos,S
dem,Eli Corrêa Filho,SP,160532,Financiamento privado para partidos e candidatos,S
dem,Eli Corrêa Filho,SP,160532,Maioridade 1,S
dem,Eli Corrêa Filho,SP,160532,Maioridade 2,S
dem,Eli Corrêa Filho,SP,160532,Pensão,N
dem,Eli Corrêa Filho,SP,160532,Reeleição,S
dem,Eli Corrêa Filho,SP,160532,Seguro Desemprego,N
dem,Eli Corrêa Filho,SP,160532,Tempo Mandato,N
dem,Eli Corrêa Filho,SP,160532,Terceirização,S
dem,Eli Corrêa Filho,SP,160532,Transgênico,S
dem,Eli Corrêa Filho,SP,160532,Voto Facultativo,S
dem,Eli Corrêa Filho,SP,160532,Voto impresso,S
dem,Elmar Nascimento,BA,178854,Coincidência reeleição,S
dem,Elmar Nascimento,BA,178854,Cota para mulheres legislativo,N
dem,Elmar Nascimento,BA,178854,Distritao,S
dem,Elmar Nascimento,BA,178854,Financiamento privado para partidos,S
dem,Elmar Nascimento,BA,178854,Financiamento privado para partidos e candidatos,S
dem,Elmar Nascimento,BA,178854,Maioridade 1,S
dem,Elmar Nascimento,BA,178854,Maioridade 2,S
dem,Elmar Nascimento,BA,178854,Pensão,S
dem,Elmar Nascimento,BA,178854,Reeleição,S
dem,Elmar Nascimento,BA,178854,Seguro Desemprego,S
dem,Elmar Nascimento,BA,178854,Tempo Mandato,N
dem,Elmar Nascimento,BA,178854,Terceirização,S
dem,Elmar Nascimento,BA,178854,Transgênico,S
dem,Elmar Nascimento,BA,178854,Voto Facultativo,S
dem,Elmar Nascimento,BA,178854,Voto impresso,S
dem,Felipe Maia,RN,141429,Coincidência reeleição,S
dem,Felipe Maia,RN,141429,Cota para mulheres legislativo,S
dem,Felipe Maia,RN,141429,Distritao,S
dem,Felipe Maia,RN,141429,Financiamento privado para partidos,S
dem,Felipe Maia,RN,141429,Financiamento privado para partidos e candidatos,S
dem,Felipe Maia,RN,141429,Maioridade 1,S
dem,Felipe Maia,RN,141429,Maioridade 2,S
dem,Felipe Maia,RN,141429,Pensão,N
dem,Felipe Maia,RN,141429,Reeleição,S
dem,Felipe Maia,RN,141429,Seguro Desemprego,N
dem,Felipe Maia,RN,141429,Tempo Mandato,N
dem,Felipe Maia,RN,141429,Terceirização,S
dem,Felipe Maia,RN,141429,Transgênico,S
dem,Felipe Maia,RN,141429,Voto Facultativo,S
dem,Felipe Maia,RN,141429,Voto impresso,S
dem,Hélio Leite,PA,178909,Coincidência reeleição,N
dem,Hélio Leite,PA,178909,Cota para mulheres legislativo,N
dem,Hélio Leite,PA,178909,Distritao,N
dem,Hélio Leite,PA,178909,Financiamento privado para partidos,S
dem,Hélio Leite,PA,178909,Financiamento privado para partidos e candidatos,S
dem,Hélio Leite,PA,178909,Maioridade 1,S
dem,Hélio Leite,PA,178909,Maioridade 2,S
dem,Hélio Leite,PA,178909,Pensão,N
dem,Hélio Leite,PA,178909,Reeleição,N
dem,Hélio Leite,PA,178909,Seguro Desemprego,N
dem,Hélio Leite,PA,178909,Tempo Mandato,N
dem,Hélio Leite,PA,178909,Terceirização,S
dem,Hélio Leite,PA,178909,Transgênico,S
dem,Hélio Leite,PA,178909,Voto Facultativo,S
dem,Hélio Leite,PA,178909,Voto impresso,S
dem,Jorge Tadeu Mudalen,SP,73535,Coincidência reeleição,N
dem,Jorge Tadeu Mudalen,SP,73535,Cota para mulheres legislativo,S
dem,Jorge Tadeu Mudalen,SP,73535,Distritao,S
dem,Jorge Tadeu Mudalen,SP,73535,Financiamento privado para partidos,S
dem,Jorge Tadeu Mudalen,SP,73535,Financiamento privado para partidos e candidatos,N
dem,Jorge Tadeu Mudalen,SP,73535,Maioridade 1,S
dem,Jorge Tadeu Mudalen,SP,73535,Maioridade 2,S
dem,Jorge Tadeu Mudalen,SP,73535,Pensão,N
dem,Jorge Tadeu Mudalen,SP,73535,Reeleição,S
dem,Jorge Tadeu Mudalen,SP,73535,Seguro Desemprego,N
dem,Jorge Tadeu Mudalen,SP,73535,Tempo Mandato,N
dem,Jorge Tadeu Mudalen,SP,73535,Terceirização,S
dem,Jorge Tadeu Mudalen,SP,73535,Transgênico,S
dem,Jorge Tadeu Mudalen,SP,73535,Voto Facultativo,S
dem,Jorge Tadeu Mudalen,SP,73535,Voto impresso,S
dem,José Carlos Aleluia,BA,74553,Coincidência reeleição,N
dem,José Carlos Aleluia,BA,74553,Cota para mulheres legislativo,S
dem,José Carlos Aleluia,BA,74553,Distritao,N
dem,José Carlos Aleluia,BA,74553,Financiamento privado para partidos,S
dem,José Carlos Aleluia,BA,74553,Financiamento privado para partidos e candidatos,S
dem,José Carlos Aleluia,BA,74553,Maioridade 1,S
dem,José Carlos Aleluia,BA,74553,Maioridade 2,S
dem,José Carlos Aleluia,BA,74553,Pensão,S
dem,José Carlos Aleluia,BA,74553,Reeleição,N
dem,José Carlos Aleluia,BA,74553,Seguro Desemprego,S
dem,José Carlos Aleluia,BA,74553,Tempo Mandato,N
dem,José Carlos Aleluia,BA,74553,Terceirização,S
dem,José Carlos Aleluia,BA,74553,Transgênico,S
dem,José Carlos Aleluia,BA,74553,Voto Facultativo,S
dem,José Carlos Aleluia,BA,74553,Voto impresso,S
dem,Mandetta,MS,160633,Coincidência reeleição,S
dem,Mandetta,MS,160633,Cota para mulheres legislativo,S
dem,Mandetta,MS,160633,Distritao,N
dem,Mandetta,MS,160633,Financiamento privado para partidos,S
dem,Mandetta,MS,160633,Financiamento privado para partidos e candidatos,N
dem,Mandetta,MS,160633,Maioridade 1,N
dem,Mandetta,MS,160633,Maioridade 2,S
dem,Mandetta,MS,160633,Pensão,N
dem,Mandetta,MS,160633,Reeleição,S
dem,Mandetta,MS,160633,Seguro Desemprego,N
dem,Mandetta,MS,160633,Tempo Mandato,N
dem,Mandetta,MS,160633,Terceirização,S
dem,Mandetta,MS,160633,Transgênico,S
dem,Mandetta,MS,160633,Voto Facultativo,S
dem,Mandetta,MS,160633,Voto impresso,S
dem,Marcelo Aguiar,SP,160660,Coincidência reeleição,N
dem,Marcelo Aguiar,SP,160660,Cota para mulheres legislativo,S
dem,Marcelo Aguiar,SP,160660,Distritao,S
dem,Marcelo Aguiar,SP,160660,Financiamento privado para partidos,S
dem,Marcelo Aguiar,SP,160660,Financiamento privado para partidos e candidatos,S
dem,Marcelo Aguiar,SP,160660,Maioridade 1,S
dem,Marcelo Aguiar,SP,160660,Maioridade 2,S
dem,Marcelo Aguiar,SP,160660,Pensão,S
dem,Marcelo Aguiar,SP,160660,Reeleição,S
dem,Marcelo Aguiar,SP,160660,Seguro Desemprego,S
dem,Marcelo Aguiar,SP,160660,Tempo Mandato,S
dem,Marcelo Aguiar,SP,160660,Terceirização,S
dem,Marcelo Aguiar,SP,160660,Transgênico,S
dem,Marcelo Aguiar,SP,160660,Voto Facultativo,S
dem,Marcelo Aguiar,SP,160660,Voto impresso,S
dem,Mendonça Filho,PE,74428,Coincidência reeleição,N
dem,Mendonça Filho,PE,74428,Cota para mulheres legislativo,S
dem,Mendonça Filho,PE,74428,Distritao,S
dem,Mendonça Filho,PE,74428,Financiamento privado para partidos,S
dem,Mendonça Filho,PE,74428,Financiamento privado para partidos e candidatos,S
dem,Mendonça Filho,PE,74428,Maioridade 1,S
dem,Mendonça Filho,PE,74428,Maioridade 2,S
dem,Mendonça Filho,PE,74428,Pensão,N
dem,Mendonça Filho,PE,74428,Reeleição,N
dem,Mendonça Filho,PE,74428,Seguro Desemprego,N
dem,Mendonça Filho,PE,74428,Tempo Mandato,N
dem,Mendonça Filho,PE,74428,Terceirização,S
dem,Mendonça Filho,PE,74428,Transgênico,S
dem,Mendonça Filho,PE,74428,Voto Facultativo,S
dem,Mendonça Filho,PE,74428,Voto impresso,S
dem,Misael Varella,MG,178895,Coincidência reeleição,S
dem,Misael Varella,MG,178895,Cota para mulheres legislativo,N
dem,Misael Varella,MG,178895,Distritao,S
dem,Misael Varella,MG,178895,Financiamento privado para partidos,S
dem,Misael Varella,MG,178895,Financiamento privado para partidos e candidatos,N
dem,Misael Varella,MG,178895,Maioridade 1,S
dem,Misael Varella,MG,178895,Maioridade 2,S
dem,Misael Varella,MG,178895,Pensão,S
dem,Misael Varella,MG,178895,Reeleição,S
dem,Misael Varella,MG,178895,Seguro Desemprego,S
dem,Misael Varella,MG,178895,Tempo Mandato,S
dem,Misael Varella,MG,178895,Terceirização,S
dem,Misael Varella,MG,178895,Transgênico,S
dem,Misael Varella,MG,178895,Voto Facultativo,S
dem,Misael Varella,MG,178895,Voto impresso,S
dem,Moroni Torgan,CE,74457,Coincidência reeleição,N
dem,Moroni Torgan,CE,74457,Cota para mulheres legislativo,S
dem,Moroni Torgan,CE,74457,Distritao,S
dem,Moroni Torgan,CE,74457,Financiamento privado para partidos,S
dem,Moroni Torgan,CE,74457,Financiamento privado para partidos e candidatos,N
dem,Moroni Torgan,CE,74457,Maioridade 1,S
dem,Moroni Torgan,CE,74457,Maioridade 2,S
dem,Moroni Torgan,CE,74457,Pensão,N
dem,Moroni Torgan,CE,74457,Reeleição,S
dem,Moroni Torgan,CE,74457,Seguro Desemprego,N
dem,Moroni Torgan,CE,74457,Tempo Mandato,N
dem,Moroni Torgan,CE,74457,Terceirização,N
dem,Moroni Torgan,CE,74457,Transgênico,S
dem,Moroni Torgan,CE,74457,Voto Facultativo,S
dem,Moroni Torgan,CE,74457,Voto impresso,S
dem,Onyx Lorenzoni,RS,74399,Coincidência reeleição,N
dem,Onyx Lorenzoni,RS,74399,Cota para mulheres legislativo,N
dem,Onyx Lorenzoni,RS,74399,Distritao,S
dem,Onyx Lorenzoni,RS,74399,Financiamento privado para partidos,S
dem,Onyx Lorenzoni,RS,74399,Financiamento privado para partidos e candidatos,S
dem,Onyx Lorenzoni,RS,74399,Maioridade 1,S
dem,Onyx Lorenzoni,RS,74399,Maioridade 2,S
dem,Onyx Lorenzoni,RS,74399,Pensão,S
dem,Onyx Lorenzoni,RS,74399,Reeleição,S
dem,Onyx Lorenzoni,RS,74399,Seguro Desemprego,N
dem,Onyx Lorenzoni,RS,74399,Tempo Mandato,N
dem,Onyx Lorenzoni,RS,74399,Terceirização,S
dem,Onyx Lorenzoni,RS,74399,Transgênico,S
dem,Onyx Lorenzoni,RS,74399,Voto Facultativo,S
dem,Onyx Lorenzoni,RS,74399,Voto impresso,S
dem,Osmar Bertoldi,PR,180545,Coincidência reeleição,S
dem,Osmar Bertoldi,PR,180545,Cota para mulheres legislativo,S
dem,Osmar Bertoldi,PR,180545,Distritao,S
dem,Osmar Bertoldi,PR,180545,Financiamento privado para partidos,S
dem,Osmar Bertoldi,PR,180545,Financiamento privado para partidos e candidatos,S
dem,Osmar Bertoldi,PR,180545,Maioridade 1,S
dem,Osmar Bertoldi,PR,180545,Maioridade 2,S
dem,Osmar Bertoldi,PR,180545,Pensão,N
dem,Osmar Bertoldi,PR,180545,Reeleição,S
dem,Osmar Bertoldi,PR,180545,Seguro Desemprego,N
dem,Osmar Bertoldi,PR,180545,Tempo Mandato,S
dem,Osmar Bertoldi,PR,180545,Terceirização,S
dem,Osmar Bertoldi,PR,180545,Transgênico,S
dem,Osmar Bertoldi,PR,180545,Voto Facultativo,S
dem,Osmar Bertoldi,PR,180545,Voto impresso,S
dem,Pauderney Avelino,AM,74095,Coincidência reeleição,N
dem,Pauderney Avelino,AM,74095,Cota para mulheres legislativo,S
dem,Pauderney Avelino,AM,74095,Distritao,S
dem,Pauderney Avelino,AM,74095,Financiamento privado para partidos,S
dem,Pauderney Avelino,AM,74095,Financiamento privado para partidos e candidatos,S
dem,Pauderney Avelino,AM,74095,Maioridade 1,S
dem,Pauderney Avelino,AM,74095,Maioridade 2,S
dem,Pauderney Avelino,AM,74095,Pensão,N
dem,Pauderney Avelino,AM,74095,Reeleição,S
dem,Pauderney Avelino,AM,74095,Seguro Desemprego,N
dem,Pauderney Avelino,AM,74095,Tempo Mandato,N
dem,Pauderney Avelino,AM,74095,Terceirização,S
dem,Pauderney Avelino,AM,74095,Transgênico,S
dem,Pauderney Avelino,AM,74095,Voto Facultativo,S
dem,Pauderney Avelino,AM,74095,Voto impresso,S
dem,Paulo Azi,BA,178860,Coincidência reeleição,N
dem,Paulo Azi,BA,178860,Cota para mulheres legislativo,S
dem,Paulo Azi,BA,178860,Distritao,S
dem,Paulo Azi,BA,178860,Financiamento privado para partidos,S
dem,Paulo Azi,BA,178860,Financiamento privado para partidos e candidatos,S
dem,Paulo Azi,BA,178860,Maioridade 1,S
dem,Paulo Azi,BA,178860,Maioridade 2,S
dem,Paulo Azi,BA,178860,Pensão,S
dem,Paulo Azi,BA,178860,Reeleição,S
dem,Paulo Azi,BA,178860,Seguro Desemprego,S
dem,Paulo Azi,BA,178860,Tempo Mandato,S
dem,Paulo Azi,BA,178860,Terceirização,S
dem,Paulo Azi,BA,178860,Transgênico,S
dem,Paulo Azi,BA,178860,Voto Facultativo,S
dem,Paulo Azi,BA,178860,Voto impresso,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Coincidência reeleição,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Cota para mulheres legislativo,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Distritao,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Financiamento privado para partidos,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Financiamento privado para partidos e candidatos,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Maioridade 1,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Maioridade 2,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Pensão,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Reeleição,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Seguro Desemprego,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Tempo Mandato,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Terceirização,N
dem,Professora Dorinha Seabra Rezende,TO,160639,Transgênico,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Voto Facultativo,S
dem,Professora Dorinha Seabra Rezende,TO,160639,Voto impresso,S
dem,Rodrigo Maia,RJ,74693,Coincidência reeleição,N
dem,Rodrigo Maia,RJ,74693,Cota para mulheres legislativo,S
dem,Rodrigo Maia,RJ,74693,Distritao,S
dem,Rodrigo Maia,RJ,74693,Financiamento privado para partidos,S
dem,Rodrigo Maia,RJ,74693,Financiamento privado para partidos e candidatos,S
dem,Rodrigo Maia,RJ,74693,Maioridade 1,S
dem,Rodrigo Maia,RJ,74693,Maioridade 2,S
dem,Rodrigo Maia,RJ,74693,Pensão,S
dem,Rodrigo Maia,RJ,74693,Reeleição,S
dem,Rodrigo Maia,RJ,74693,Seguro Desemprego,S
dem,Rodrigo Maia,RJ,74693,Tempo Mandato,N
dem,Rodrigo Maia,RJ,74693,Terceirização,S
dem,Rodrigo Maia,RJ,74693,Transgênico,S
dem,Rodrigo Maia,RJ,74693,Voto Facultativo,S
dem,Rodrigo Maia,RJ,74693,Voto impresso,S
pcdob,Alice Portugal,BA,74057,Coincidência reeleição,N
pcdob,Alice Portugal,BA,74057,Cota para mulheres legislativo,S
pcdob,Alice Portugal,BA,74057,Distritao,S
pcdob,Alice Portugal,BA,74057,Financiamento privado para partidos,N
pcdob,Alice Portugal,BA,74057,Financiamento privado para partidos e candidatos,N
pcdob,Alice Portugal,BA,74057,Maioridade 1,N
pcdob,Alice Portugal,BA,74057,Maioridade 2,S
pcdob,Alice Portugal,BA,74057,Pensão,S
pcdob,Alice Portugal,BA,74057,Reeleição,S
pcdob,Alice Portugal,BA,74057,Seguro Desemprego,S
pcdob,Alice Portugal,BA,74057,Tempo Mandato,N
pcdob,Alice Portugal,BA,74057,Terceirização,N
pcdob,Alice Portugal,BA,74057,Transgênico,N
pcdob,Alice Portugal,BA,74057,Voto Facultativo,N
pcdob,Alice Portugal,BA,74057,Voto impresso,S
pcdob,Aliel Machado,PR,178927,Coincidência reeleição,N
pcdob,Aliel Machado,PR,178927,Cota para mulheres legislativo,S
pcdob,Aliel Machado,PR,178927,Distritao,S
pcdob,Aliel Machado,PR,178927,Financiamento privado para partidos,N
pcdob,Aliel Machado,PR,178927,Financiamento privado para partidos e candidatos,N
pcdob,Aliel Machado,PR,178927,Maioridade 1,N
pcdob,Aliel Machado,PR,178927,Maioridade 2,N
pcdob,Aliel Machado,PR,178927,Pensão,S
pcdob,Aliel Machado,PR,178927,Reeleição,S
pcdob,Aliel Machado,PR,178927,Seguro Desemprego,N
pcdob,Aliel Machado,PR,178927,Tempo Mandato,N
pcdob,Aliel Machado,PR,178927,Terceirização,N
pcdob,Aliel Machado,PR,178927,Transgênico,N
pcdob,Aliel Machado,PR,178927,Voto Facultativo,S
pcdob,Aliel Machado,PR,178927,Voto impresso,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Coincidência reeleição,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Cota para mulheres legislativo,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Distritao,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Financiamento privado para partidos,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Financiamento privado para partidos e candidatos,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Maioridade 1,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Maioridade 2,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Pensão,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Reeleição,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Seguro Desemprego,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Tempo Mandato,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Terceirização,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Transgênico,N
pcdob,Carlos Eduardo Cadoca,PE,74474,Voto Facultativo,S
pcdob,Carlos Eduardo Cadoca,PE,74474,Voto impresso,S
pcdob,Chico Lopes,CE,141440,Coincidência reeleição,N
pcdob,Chico Lopes,CE,141440,Cota para mulheres legislativo,S
pcdob,Chico Lopes,CE,141440,Distritao,S
pcdob,Chico Lopes,CE,141440,Financiamento privado para partidos,N
pcdob,Chico Lopes,CE,141440,Financiamento privado para partidos e candidatos,N
pcdob,Chico Lopes,CE,141440,Maioridade 1,N
pcdob,Chico Lopes,CE,141440,Maioridade 2,N
pcdob,Chico Lopes,CE,141440,Pensão,S
pcdob,Chico Lopes,CE,141440,Reeleição,S
pcdob,Chico Lopes,CE,141440,Seguro Desemprego,S
pcdob,Chico Lopes,CE,141440,Tempo Mandato,N
pcdob,Chico Lopes,CE,141440,Terceirização,N
pcdob,Chico Lopes,CE,141440,Transgênico,N
pcdob,Chico Lopes,CE,141440,Voto Facultativo,N
pcdob,Chico Lopes,CE,141440,Voto impresso,S
pcdob,Daniel Almeida,BA,74060,Coincidência reeleição,N
pcdob,Daniel Almeida,BA,74060,Cota para mulheres legislativo,S
pcdob,Daniel Almeida,BA,74060,Distritao,S
pcdob,Daniel Almeida,BA,74060,Financiamento privado para partidos,N
pcdob,Daniel Almeida,BA,74060,Financiamento privado para partidos e candidatos,N
pcdob,Daniel Almeida,BA,74060,Maioridade 1,N
pcdob,Daniel Almeida,BA,74060,Maioridade 2,N
pcdob,Daniel Almeida,BA,74060,Pensão,S
pcdob,Daniel Almeida,BA,74060,Reeleição,S
pcdob,Daniel Almeida,BA,74060,Seguro Desemprego,S
pcdob,Daniel Almeida,BA,74060,Tempo Mandato,N
pcdob,Daniel Almeida,BA,74060,Terceirização,N
pcdob,Daniel Almeida,BA,74060,Transgênico,N
pcdob,Daniel Almeida,BA,74060,Voto Facultativo,N
pcdob,Daniel Almeida,BA,74060,Voto impresso,S
pcdob,Davidson Magalhães,BA,101309,Coincidência reeleição,N
pcdob,Davidson Magalhães,BA,101309,Cota para mulheres legislativo,S
pcdob,Davidson Magalhães,BA,101309,Distritao,S
pcdob,Davidson Magalhães,BA,101309,Financiamento privado para partidos,N
pcdob,Davidson Magalhães,BA,101309,Financiamento privado para partidos e candidatos,N
pcdob,Davidson Magalhães,BA,101309,Maioridade 1,N
pcdob,Davidson Magalhães,BA,101309,Maioridade 2,N
pcdob,Davidson Magalhães,BA,101309,Pensão,S
pcdob,Davidson Magalhães,BA,101309,Reeleição,S
pcdob,Davidson Magalhães,BA,101309,Seguro Desemprego,S
pcdob,Davidson Magalhães,BA,101309,Tempo Mandato,N
pcdob,Davidson Magalhães,BA,101309,Terceirização,N
pcdob,Davidson Magalhães,BA,101309,Transgênico,N
pcdob,Davidson Magalhães,BA,101309,Voto Facultativo,N
pcdob,Davidson Magalhães,BA,101309,Voto impresso,S
pcdob,Jandira Feghali,RJ,74848,Coincidência reeleição,N
pcdob,Jandira Feghali,RJ,74848,Cota para mulheres legislativo,S
pcdob,Jandira Feghali,RJ,74848,Distritao,S
pcdob,Jandira Feghali,RJ,74848,Financiamento privado para partidos,N
pcdob,Jandira Feghali,RJ,74848,Financiamento privado para partidos e candidatos,N
pcdob,Jandira Feghali,RJ,74848,Maioridade 1,N
pcdob,Jandira Feghali,RJ,74848,Maioridade 2,N
pcdob,Jandira Feghali,RJ,74848,Pensão,S
pcdob,Jandira Feghali,RJ,74848,Reeleição,S
pcdob,Jandira Feghali,RJ,74848,Seguro Desemprego,S
pcdob,Jandira Feghali,RJ,74848,Tempo Mandato,N
pcdob,Jandira Feghali,RJ,74848,Terceirização,N
pcdob,Jandira Feghali,RJ,74848,Transgênico,N
pcdob,Jandira Feghali,RJ,74848,Voto Facultativo,N
pcdob,Jandira Feghali,RJ,74848,Voto impresso,S
pcdob,João Derly,RS,178965,Coincidência reeleição,S
pcdob,João Derly,RS,178965,Cota para mulheres legislativo,S
pcdob,João Derly,RS,178965,Distritao,S
pcdob,João Derly,RS,178965,Financiamento privado para partidos,N
pcdob,João Derly,RS,178965,Financiamento privado para partidos e candidatos,N
pcdob,João Derly,RS,178965,Maioridade 1,N
pcdob,João Derly,RS,178965,Maioridade 2,N
pcdob,João Derly,RS,178965,Pensão,S
pcdob,João Derly,RS,178965,Reeleição,S
pcdob,João Derly,RS,178965,Seguro Desemprego,N
pcdob,João Derly,RS,178965,Tempo Mandato,N
pcdob,João Derly,RS,178965,Terceirização,N
pcdob,João Derly,RS,178965,Transgênico,N
pcdob,João Derly,RS,178965,Voto Facultativo,N
pcdob,João Derly,RS,178965,Voto impresso,S
pcdob,Jô Moraes,MG,141503,Coincidência reeleição,N
pcdob,Jô Moraes,MG,141503,Cota para mulheres legislativo,S
pcdob,Jô Moraes,MG,141503,Distritao,S
pcdob,Jô Moraes,MG,141503,Financiamento privado para partidos,N
pcdob,Jô Moraes,MG,141503,Financiamento privado para partidos e candidatos,N
pcdob,Jô Moraes,MG,141503,Maioridade 1,N
pcdob,Jô Moraes,MG,141503,Maioridade 2,N
pcdob,Jô Moraes,MG,141503,Pensão,S
pcdob,Jô Moraes,MG,141503,Reeleição,S
pcdob,Jô Moraes,MG,141503,Seguro Desemprego,S
pcdob,Jô Moraes,MG,141503,Tempo Mandato,N
pcdob,Jô Moraes,MG,141503,Terceirização,N
pcdob,Jô Moraes,MG,141503,Transgênico,N
pcdob,Jô Moraes,MG,141503,Voto Facultativo,N
pcdob,Jô Moraes,MG,141503,Voto impresso,S
